ID Code,Supplier,Fragrance Name,Base,Signal Word,CLP Data,Contains,Warning,Pictogram
PS25777,Pure Scented,Zoflo Mountain Air,25% NH,Warning,"H317, P273, P501","2,4-DIMETHYL-3CYCLOHEXENE CARBOXALDEHYDE, CITRONELLOL, DELTADAMASCONE, EUCALYPTOL, GERANIOL, L-LIMONENE, LINALOOL, UNDECYLENAL",May cause an allergic skin reaction.,"GHS07, GHS09"
PS25778,Pure Scented,Zoflo Spring Time,25% NH,Warning,"H317, H319, H412, P273, P501","2,4-DIMETHYL-3CYCLOHEXENE CARBOXALDEHYDE, ALLYL CYCLOHEXYLPROPIONATE, ALPHA-ISOMETHYL IONONE, CITRONELLOL, CYCLAMEN ALDEHYDE, GERANYL ACETATE, HEXYL CINNAMAL, METHYLUNDECANAL",May cause an allergic skin reaction. Causes serious eye irritation. Harmful to aquatic life with long lasting effects.,"GHS07, GHS09"
PS25779,Pure Scented,Zoflo Twilight Garden,25% NH,Warning,"H317, H412, P273, P501","CITRONELLOL, GERANIOL, NEROL, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,"GHS07, GHS09"
SP1001,Scent Perfique,A Man,10% NH,,H412,"1-(1,2,3,4,5,6,7,8Octahydro-2,3,8,8-tetramethyl-2naphthalenyl)ethanone, Benzyl salicylate, Linalool, d-Limonene",Harmful to aquatic life with long lasting effects.,
SP1002,Scent Perfique,A Shot Of Dram,10% NH,,H412,"1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8-tetramethyl-2naphthalenyl)ethanone, 1-(2,6,6Trimethylcyclohexa-1,3-dienyl)-2-buten-1-one, Cinnamaldehyde, Geraniol, Nerol, d-Limonene, delta-1-(2,6,6-Trimethyl-3-cyclohexen-1-yl)-2buten-1-one",Harmful to aquatic life with long lasting effects.,
SP1003,Scent Perfique,Adorable,10% NH,,H412,"1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8-tetramethyl-2naphthalenyl)ethanone, Benzyl salicylate, Hydroxycitronellal, alpha-Hexylcinnamaldehyde, alpha-Methyl-1,3-benzodioxole-5propionaldehyde, alpha-iso-Methylionone, dlCitronellol, omega-Pentadecalactone",Harmful to aquatic life with long lasting effects.,
SP1004,Scent Perfique,African Savannah Conc,10% NH,Warning,"H317, H412","1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8tetramethyl-2-naphthalenyl)ethanone; 1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8tetramethyl-2-naphthalenyl)ethanone) Warning: May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects. Do not handle until all safety precautions have been read and understood. Contains Acetyl cedrene, Coumarin, Hydroxycitronellal, Linalool, alpha-Hexylcinnamaldehyde, d-Limonene, dl-Citronellol",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
SP1005,Scent Perfique,Alien,10% NH,Warning,"H317, H412","Benzyl salicylate; Benzyl salicylate) Warning: May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects. Do not handle until all safety precautions have been read and understood. Contains (1S,2R,5S,7R,8R)-8METHOXY-2,6,6,8TETRAMETHYLTRICY CLO[5.3.1.0^{1,5}] UNDECANE, 1-(1,2,3,4,5,6,7,8-Octahydro-2,3,8,8-tetramethyl-2naphthalenyl)ethanone, 6,7-Dihydro-1,1,2,3,3pentamethyl-4(5H)-indanone, Coumarin, Geraniol, alphaHexylcinnamaldehyde, alpha-Methyl-1,3-benzodioxole-5propionaldehyde",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
SP1006,Scent Perfique,Almond Milk & Manuka Honey,10% NH,,H412,"1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8-tetramethyl-2naphthalenyl)ethanone, 2,4-Dimethyl-3cyclohexen-1-carboxaldehyde, 2Methylundecanal, 4-tert-Butylcyclohexyl acetate, Hexyl salicylate, delta-1-(2,6,6-Trimethyl-3cyclohexen-1-yl)-2-buten-1-one",Harmful to aquatic life with long lasting effects.,
SP1007,Scent Perfique,Amber Cocoon,10% NH,,H412,"1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8-tetramethyl-2naphthalenyl)ethanone, Geraniol, Methyl 2,6,10trimethylcyclododeca-2,5,9-trien-1-yl ketone, dLimonene, omega-Pentadecalactone, p-t-Butylalpha-methylhydrocinnamic aldehyde",Harmful to aquatic life with long lasting effects.,
SP1008,Scent Perfique,Amber Gold Conc,10% NH,Warning,H317,"1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8tetramethyl-2-naphthalenyl)ethanone; 1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8tetramethyl-2-naphthalenyl)ethanone) Warning: May cause an allergic skin reaction. Do not handle until all safety precautions have been read and understood. Contains 3-Methyl-5cyclopentadecen-1-one, Acetyl cedrene, Hydroxyisohexyl-3-cyclohexenecarboxaldehyde",May cause an allergic skin reaction.,GHS07
SP1009,Scent Perfique,Amber Intrigue Conc,10% NH,,H412,"1-(1,2,3,4,5,6,7,8Octahydro-2,3,8,8-tetramethyl-2naphthalenyl)ethanone, Acetyl cedrene, Cinnamaldehyde, Coumarin",Harmful to aquatic life with long lasting effects.,
SP1010,Scent Perfique,Amber Lavender,10% NH,Warning,"H317, H412","1-(1,2,3,4,5,6,7,8-Octahydro2,3,8,8-tetramethyl-2-naphthalenyl) ethanone; 1-(1,2,3,4,5,6,7,8-Octahydro2,3,8,8-tetramethyl-2-naphthalenyl) ethanone) Warning: May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects. Do not handle until all safety precautions have been read and understood. Contains Cinnamaldehyde, Linalool, d-Limonene, delta-1-(2,6,6Trimethyl-3-cyclohexen-1-yl)-2-buten-1one",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
SP1011,Scent Perfique,Amber Orange & Vanilla &,10% NH,,,,,
SP1012,Scent Perfique,Amber Rose Conc,10% NH,,H412,"6,7-Dihydro1,1,2,3,3-pentamethyl-4(5H)-indanone, Benzyl salicylate, alphaHexylcinnamaldehyde",Harmful to aquatic life with long lasting effects.,
SP1013,Scent Perfique,Amber Wood Conc,10% NH,Warning,"H317, H412","1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8tetramethyl-2-naphthalenyl)ethanone; 1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8tetramethyl-2-naphthalenyl)ethanone) Warning: May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects. Do not handle until all safety precautions have been read and understood. Contains 1-(2,2,6Trimethylcyclohexyl)-3-hexanol, Formaldehyde cyclododecyl ethyl acetal",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
SP1014,Scent Perfique,"Amber, Bergamot & White Jasmine",10% NH,Warning,"H317, H412","4-tert-Butylcyclohexyl acetate; 4-tert-Butylcyclohexyl acetate) Warning: May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects. Do not handle until all safety precautions have been read and understood. Contains 1-(1,2,3,4,5,6,7,8Octahydro-2,3,8,8-tetramethyl-2naphthalenyl)ethanone",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
SP1015,Scent Perfique,Ambergris,10% NH,,H412,"1-(1,2,3,4,5,6,7,8Octahydro-2,3,8,8-tetramethyl-2naphthalenyl)ethanone, Hydroxycitronellal, Linalool, alpha-Hexylcinnamaldehyde, alpha-iso-Methylionone",Harmful to aquatic life with long lasting effects.,
SP1016,Scent Perfique,Ambre Conc,10% NH,Warning,"H317, H412","Linalool, l-Limonene; Linalool, l-Limonene) Warning: May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects. Do not handle until all safety precautions have been read and understood. Contains 1-(1,2,3,4,5,6,7,8Octahydro-2,3,8,8-tetramethyl-2naphthalenyl)ethanone, Benzyl cinnamate, Cinnamaldehyde, Coumarin, d-Limonene, dl-Citronellol",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
SP1017,Scent Perfique,Angelic,10% NH,,,,,
SP1018,Scent Perfique,Apple Blossom & Sandalwood,10% NH,,,,,
SP1019,Scent Perfique,Apple Bobbin,10% NH,,,"alpha-Hexylcinnamaldehyde, delta-1-(2,6,6Trimethyl-3-cyclohexen-1-yl)-2-buten-1one",,
SP1020,Scent Perfique,Apple Currant Crumble,10% NH,Warning,"H317, H412","Cinnamaldehyde; Cinnamaldehyde) Warning: May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects. Do not handle until all safety precautions have been read and understood. Contains Allyl cyclohexanepropionate, Citral, Coumarin, Eugenol, Geranyl acetate, Piperonal, alphaHexylcinnamaldehyde, d-Limonene, delta-1- (2,6,6-Trimethyl-3-cyclohexen-1-yl)-2-buten-1one",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
SP1021,Scent Perfique,Apple Strudel,10% NH,Warning,H317,"Cinnamaldehyde; Cinnamaldehyde) Warning: May cause an allergic skin reaction. Do not handle until all safety precautions have been read and understood. Contains Eugenol, alphaHexylcinnamaldehyde, delta-1-(2,6,6Trimethyl-3-cyclohexen-1-yl)-2-buten-1one",May cause an allergic skin reaction.,GHS07
SP1022,Scent Perfique,Applejack,10% NH,Warning,"H317, H412",alphaMethylcinnamaldehyde; alphaMethylcinnamaldehyde) Warning: May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects. Do not handle until all safety precautions have been read and understood,May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
SP1023,Scent Perfique,Apples & Berries,10% NH,,,alpha-Hexylcinnamaldehyde,,
SP1024,Scent Perfique,Apricot & Mandarin Blossom,10% NH,Warning,H317,"Linalool; Linalool) Warning: May cause an allergic skin reaction. Do not handle until all safety precautions have been read and understood. Contains (Z)-3-Methyl-5phenylpent-2-enenitrile, Benzyl salicylate, Geraniol, Neryl acetate, alphaAmylcinnamaldehyde",May cause an allergic skin reaction.,GHS07
SP1025,Scent Perfique,Aqua Air,10% NH,Warning,"H317, H412","Benzyl salicylate; Benzyl salicylate) Warning: May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects. Do not handle until all safety precautions have been read and understood. Contains Geraniol, Nerol, dLimonene, dl-Citronellol",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
SP1026,Scent Perfique,Aqua Woman,10% NH,,,"Linalool, alpha-Methyl-1,3-benzodioxole-5propionaldehyde",,
SP1027,Scent Perfique,Aquatic,10% NH,,H412,"1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8-tetramethyl-2naphthalenyl)ethanone, Linalool, alphaHexylcinnamaldehyde, alpha-Methyl-1,3benzodioxole-5-propionaldehyde, delta-1-(2,6,6Trimethyl-3-cyclohexen-1-yl)-2-buten-1-one",Harmful to aquatic life with long lasting effects.,
SP1028,Scent Perfique,Arabian Knight Intense,10% NH,,H412,"1-(1,2,3,4,5,6,7,8Octahydro-2,3,8,8-tetramethyl-2naphthalenyl)ethanone, Acetyl cedrene, Eugenol, Isoeugenol, Linalool, d-Limonene, p-t-Butyl-alpha-methylhydrocinnamic aldehyde",Harmful to aquatic life with long lasting effects.,
SP1029,Scent Perfique,Arabian Oudh Conc Wax Melts,10% NH,Warning,"H317, H412","1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8tetramethyl-2-naphthalenyl)ethanone; 1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8tetramethyl-2-naphthalenyl)ethanone) Warning: May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects. Do not handle until all safety precautions have been read and understood. Contains 6,7-Dihydro1,1,2,3,3-pentamethyl-4(5H)-indanone, Linalool",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
SP1030,Scent Perfique,Aroma Bomb,10% NH,Warning,"H317, H412","Linalool; Linalool) Warning: May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects. Do not handle until all safety precautions have been read and understood. Contains 1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8-tetramethyl-2naphthalenyl)ethanone, Benzyl salicylate, Coumarin, alpha-Hexylcinnamaldehyde, delta-1- (2,6,6-Trimethyl-3-cyclohexen-1-yl)-2-buten-1one",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
SP1031,Scent Perfique,Aromatic Alicia,10% NH,Warning,"H317, H412","Hydroxyisohexyl-3cyclohexene-carboxaldehyde; Hydroxyisohexyl-3cyclohexene-carboxaldehyde) Warning: May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects. Do not handle until all safety precautions have been read and understood. Contains 1-(1,2,3,4,5,6,7,8Octahydro-2,3,8,8-tetramethyl-2naphthalenyl)ethanone, Acetyl cedrene, Geraniol, Linalool, alpha-iso-Methylionone, dl-Citronellol",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
SP1032,Scent Perfique,Aromatic Amber Conc,10% NH,,H412,"1-(1,2,3,4,5,6,7,8Octahydro-2,3,8,8-tetramethyl-2naphthalenyl)ethanone, 1-(2,2,6Trimethylcyclohexyl)-3-hexanol",Harmful to aquatic life with long lasting effects.,
SP1033,Scent Perfique,Aromatic Juniper & Cedarwood Conc,10% NH,Warning,H317,"1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8tetramethyl-2-naphthalenyl)ethanone; 1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8tetramethyl-2-naphthalenyl)ethanone) Warning: May cause an allergic skin reaction. Do not handle until all safety precautions have been read and understood. Contains 6,7-Dihydro1,1,2,3,3-pentamethyl-4(5H)-indanone, Linalool, alpha-Methyl-1,3-benzodioxole-5propionaldehyde, alpha-iso-Methylionone",May cause an allergic skin reaction.,GHS07
SP1034,Scent Perfique,Aromatic Juniper & Cedarwood Intense,10% NH,Warning,H317,"1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8-tetramethyl2-naphthalenyl)ethanone; 1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8-tetramethyl2-naphthalenyl)ethanone) Warning: May cause an allergic skin reaction. Do not handle until all safety precautions have been read and understood. Contains 6,7-Dihydro1,1,2,3,3-pentamethyl-4(5H)-indanone, alpha-Methyl-1,3-benzodioxole-5propionaldehyde, alpha-iso-Methylionone",May cause an allergic skin reaction.,GHS07
SP1035,Scent Perfique,Aromatic Raindrops Conc,10% NH,Warning,H317,"1-(1,2,3,4,5,6,7,8Octahydro-2,3,8,8-tetramethyl-2-naphthalenyl) ethanone, 4-tert-Butylcyclohexyl acetate; 1-(1,2,3,4,5,6,7,8Octahydro-2,3,8,8-tetramethyl-2-naphthalenyl) ethanone, 4-tert-Butylcyclohexyl acetate) Warning: May cause an allergic skin reaction. Do not handle until all safety precautions have been read and understood. Contains (1S,2R,5S,7R,8R)-8METHOXY-2,6,6,8TETRAMETHYLTRICY CLO[5.3.1.0^{1,5}] UNDECANE, Linalool, alpha-Hexylcinnamaldehyde, alpha-isoMethylionone, d-Limonene",May cause an allergic skin reaction.,GHS07
SP1036,Scent Perfique,Aromatic Sage & Rosemary,10% NH,Warning,H317,"Eucalyptol; Eucalyptol) Warning: May cause an allergic skin reaction. Do not handle until all safety precautions have been read and understood. Contains d-Limonene, dlCitronellol",May cause an allergic skin reaction.,GHS07
SP1037,Scent Perfique,Asian Pear & Lily,10% NH,,H412,"Acetyl cedrene, Hydroxycitronellal, Linalool, alphaHexylcinnamaldehyde, d-Limonene, delta1-(2,6,6-Trimethyl-3-cyclohexen-1-yl)-2buten-1-one, dl-Citronellol",Harmful to aquatic life with long lasting effects.,
SP1038,Scent Perfique,Attar Oudh,10% NH,,H412,"1-(1,2,3,4,5,6,7,8Octahydro-2,3,8,8-tetramethyl-2naphthalenyl)ethanone",Harmful to aquatic life with long lasting effects.,
SP1039,Scent Perfique,Aura,10% NH,Warning,"H317, H412","1-(1,2,3,4,5,6,7,8-Octahydro2,3,8,8-tetramethyl-2-naphthalenyl) ethanone; 1-(1,2,3,4,5,6,7,8-Octahydro2,3,8,8-tetramethyl-2-naphthalenyl) ethanone) Warning: May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects. Do not handle until all safety precautions have been read and understood. Contains Benzyl salicylate, Coumarin, Geraniol, alpha-isoMethylionone",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
SP1040,Scent Perfique,Autumn Bergamot & Grapefruit,10% NH,Warning,"H317, H412","1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8tetramethyl-2-naphthalenyl)ethanone; 1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8tetramethyl-2-naphthalenyl)ethanone) Warning: May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects. Do not handle until all safety precautions have been read and understood. Contains Acetyl cedrene, Linalool, d-Limonene",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
SP1041,Scent Perfique,Autumn Sunset,10% NH,Warning,"H317, H412","1-(1,2,3,4,5,6,7,8-Octahydro2,3,8,8-tetramethyl-2-naphthalenyl) ethanone; 1-(1,2,3,4,5,6,7,8-Octahydro2,3,8,8-tetramethyl-2-naphthalenyl) ethanone) Warning: May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects. Do not handle until all safety precautions have been read and understood. Contains Benzyl salicylate, Linalool, alpha-Hexylcinnamaldehyde",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
SP1042,Scent Perfique,Aventus For Her Conc,10% NH,,H412,"1-(1,2,3,4,5,6,7,8Octahydro-2,3,8,8-tetramethyl-2naphthalenyl)ethanone, d-Limonene, omega-Pentadecalactone",Harmful to aquatic life with long lasting effects.,
SP1043,Scent Perfique,Aventus For Her Intense,10% NH,,,"1-(1,2,3,4,5,6,7,8-Octahydro-2,3,8,8tetramethyl-2-naphthalenyl)ethanone, betaPinene, d-Limonene, omegaPentadecalactone",,
SP1044,Scent Perfique,Baby Powder And,10% NH,,,"4-tert-Butylcyclohexyl acetate, Cinnamyl alcohol, Coumarin, Geraniol, Nerol, alphaAmylcinnamaldehyde, alpha-isoMethylionone, dl-Citronellol",,
SP1045,Scent Perfique,Balance,10% NH,Warning,"H317, H412","alphaHexylcinnamaldehyde, d-Limonene; alphaHexylcinnamaldehyde, d-Limonene) Warning: May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects. Do not handle until all safety precautions have been read and understood. Contains 1-(1,2,3,4,5,6,7,8Octahydro-2,3,8,8-tetramethyl-2naphthalenyl)ethanone, Acetyl cedrene, Coumarin, Linalool, dl-Citronellol",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
SP1046,Scent Perfique,Baltic Amber,10% NH,Warning,H317,"1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8tetramethyl-2-naphthalenyl)ethanone; 1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8tetramethyl-2-naphthalenyl)ethanone) Warning: May cause an allergic skin reaction. Do not handle until all safety precautions have been read and understood. Contains Acetyl cedrene, Coumarin, Hexyl salicylate, alpha-isoMethylionone, d-Limonene, omegaPentadecalactone",May cause an allergic skin reaction.,GHS07
SP1047,Scent Perfique,Bamboo & White Grapefruit,10% NH,,H412,"1R)-Nopyl acetate, 1-(1,2,3,4,5,6,7,8-Octahydro-2,3,8,8tetramethyl-2-naphthalenyl)ethanone, 2,4Dimethyl-3-cyclohexen-1-carboxaldehyde, Geraniol, Hexyl salicylate, Linalool, alphaHexylcinnamaldehyde, d-Limonene",Harmful to aquatic life with long lasting effects.,
SP1048,Scent Perfique,Barley & Poppy,10% NH,,H412,"1-(1,2,3,4,5,6,7,8Octahydro-2,3,8,8-tetramethyl-2naphthalenyl)ethanone, Linalool, alpha-isoMethylionone",Harmful to aquatic life with long lasting effects.,
SP1049,Scent Perfique,Basil & Neroli Blossom,10% NH,,H412,"Geraniol, Linalool, Nerol, d-Limonene",Harmful to aquatic life with long lasting effects.,
SP1050,Scent Perfique,Basil & Neroli Blossom Conc,10% NH,Warning,H317,"Linalool; Linalool) Warning: May cause an allergic skin reaction. Do not handle until all safety precautions have been read and understood. Contains Geraniol, Geranyl acetate, Nerol, d-Limonene",May cause an allergic skin reaction.,GHS07
SP1051,Scent Perfique,Bay & Rosemary,10% NH,Warning,"H317, H412","4-tert-Butylcyclohexyl acetate; 4-tert-Butylcyclohexyl acetate) Warning: May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects. Do not handle until all safety precautions have been read and understood. Contains (1S,2R,5S, 7R,8R)-8METHOXY-2,6,6,8TETRAMETHYLTRICY CLO[5.3.1.0^{1,5}] UNDECANE, Benzyl salicylate, Hexyl salicylate, Linalool, alpha-Methyl-1,3-benzodioxole-5propionaldehyde, alpha-iso-Methylionone",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
SP1052,Scent Perfique,Beautiful Conc,10% NH,,,"1-(1,2,3,4,5,6,7,8-Octahydro-2,3,8,8tetramethyl-2-naphthalenyl)ethanone, 4Hydroxy-2,5-dimethyl-3(2H)-furanone, Benzyl salicylate, Hydroxycitronellal, omega-Pentadecalactone",,
SP1053,Scent Perfique,Beetle Brew,10% NH,,,"Ethyl methylphenylglycidate, Linalool, dLimonene, delta-1-(2,6,6-Trimethyl-3cyclohexen-1-yl)-2-buten-1-one",,
SP1054,Scent Perfique,Bergamot,10% NH,Warning,H317,"dLimonene; dLimonene) Warning: May cause an allergic skin reaction. Do not handle until all safety precautions have been read and understood. Contains Cinnamyl alcohol, Citral, Coumarin, Geraniol, Linalool, Nerol, l-.beta.-Pinene",May cause an allergic skin reaction.,GHS07
SP1055,Scent Perfique,Bergamot & Ginger,10% NH,Warning,H317,"dLimonene; dLimonene) Warning: May cause an allergic skin reaction. Do not handle until all safety precautions have been read and understood. Contains Citral, Geraniol, Linalool, Nerol, l-.beta.-Pinene",May cause an allergic skin reaction.,GHS07
SP1056,Scent Perfique,Bergamot & Patchouli,10% NH,Warning,H317,"d-Limonene; d-Limonene) Warning: May cause an allergic skin reaction. Do not handle until all safety precautions have been read and understood. Contains Citral, Coumarin, Geraniol, Linalool, Nerol, alphaHexylcinnamaldehyde, dl-Citronellol",May cause an allergic skin reaction.,GHS07
SP1057,Scent Perfique,"Bergamot, Fig & Tobacco",10% NH,Warning,H317,TETRAMETHYL ACETYLOCTAHYDR ONAPHTHALENES; TETRAMETHYL ACETYLOCTAHYDR ONAPHTHALENES) Warning: May cause an allergic skin reaction. Do not handle until all safety precautions have been read and understood. Contains 4-tertButylcyclohexyl acetate,May cause an allergic skin reaction.,GHS07
SP1058,Scent Perfique,"Bergamot, Ginger & Smokey Vetiver",10% NH,Warning,"H317, H412","1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8-tetramethyl2-naphthalenyl)ethanone; 1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8-tetramethyl2-naphthalenyl)ethanone) Warning: May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects. Do not handle until all safety precautions have been read and understood. Contains d-Limonene, omegaPentadecalactone",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
SP1059,Scent Perfique,Bewitched,10% NH,,,,,
SP1060,Scent Perfique,Biscuit,10% NH,Warning,H317,Cinnamaldehyde; Cinnamaldehyde) Warning: May cause an allergic skin reaction. Do not handle until all safety precautions have been read and understood,May cause an allergic skin reaction.,GHS07
SP1061,Scent Perfique,Bitter Orange Conc,10% NH,,H412,"1-(1,2,3,4,5,6,7,8Octahydro-2,3,8,8-tetramethyl-2naphthalenyl)ethanone, Benzyl salicylate, Citral, Linalool, d-Limonene",Harmful to aquatic life with long lasting effects.,
SP1062,Scent Perfique,Bitter Peach Conc,10% NH,Warning,"H317, H412","1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8tetramethyl-2-naphthalenyl)ethanone; 1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8tetramethyl-2-naphthalenyl)ethanone) Warning: May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects. Do not handle until all safety precautions have been read and understood. Contains Coumarin, Isolongifolene ketone, Linalool, dLimonene",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
SP1063,Scent Perfique,Black Afgano Intense,10% NH,Warning,H317,"1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8tetramethyl-2-naphthalenyl)ethanone; 1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8tetramethyl-2-naphthalenyl)ethanone) Warning: May cause an allergic skin reaction. Do not handle until all safety precautions have been read and understood. Contains alpha-isoMethylionone",May cause an allergic skin reaction.,GHS07
SP1064,Scent Perfique,Black Cherry,10% NH,,,"Ethyl methylphenylglycidate, Eugenol, alpha-Methylcinnamaldehyde",,
SP1065,Scent Perfique,Black Cherry Merlot,10% NH,Warning,H317,"1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8-tetramethyl2-naphthalenyl)ethanone, Acetyl cedrene; 1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8-tetramethyl2-naphthalenyl)ethanone, Acetyl cedrene) Warning: May cause an allergic skin reaction. Do not handle until all safety precautions have been read and understood. Contains 1-(2,6,6Trimethylcyclohexa-1,3-dienyl)-2-buten-1-one, 6,7-Dihydro-1,1,2,3,3-pentamethyl-4(5H)- indanone, Cinnamaldehyde, Formaldehyde cyclododecyl ethyl acetal, Linalool, alpha-isoMethylionone, d-Limonene",May cause an allergic skin reaction.,GHS07
SP1066,Scent Perfique,Black Dragon Tea,10% NH,,H412,"1-(1,2,3,4,5,6,7,8Octahydro-2,3,8,8-tetramethyl-2naphthalenyl)ethanone, Acetyl cedrene, Methyl 2,6,10-trimethylcyclododeca-2,5,9trien-1-yl ketone",Harmful to aquatic life with long lasting effects.,
SP1067,Scent Perfique,Black Earth,10% NH,Warning,"H317, H412","1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8tetramethyl-2-naphthalenyl)ethanone; 1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8tetramethyl-2-naphthalenyl)ethanone) Warning: May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects. Do not handle until all safety precautions have been read and understood",May cause an allergic skin reaction. Harmful to aquatic life with long lasting effects.,GHS07
SP1068,Scent Perfique,Black Fig & Vetiver Conc,10% NH,Warning,H317,"1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8tetramethyl-2-naphthalenyl)ethanone; 1- (1,2,3,4,5,6,7,8-Octahydro-2,3,8,8tetramethyl-2-naphthalenyl)ethanone) Warning: May cause an allergic skin reaction. Do not handle until all safety precautions have been read and understood. Contains (1S,2R,5S,7R,8R)-8METHOXY-2,6,6,8TETRAMETHYLTRICY CLO[5.3.1.0^{1,5}] UNDECANE, Hydroxycitronellal, Linalool",May cause an allergic skin reaction.,GHS07
SP1069,Scent Perfique,Black Frost,10% NH,,H412,"1-(1,2,3,4,5,6,7,8Octahydro-2,3,8,8-tetramethyl-2naphthalenyl)ethanone, Acetyl cedrene, Linalool, alpha-iso-Methylionone, dLimonene, dl-Citronellol",Harmful to aquatic life with long lasting effects.,
SP1070,Scent Perfique,Black Iris,10% NH,,H412,"1-(1,2,3,4,5,6,7,8Octahydro-2,3,8,8-tetramethyl-2naphthalenyl)ethanone, Geraniol, Hexyl salicylate, Linalool, d-Limonene, dlCitronellol",Harmful to aquatic life with long lasting effects.,
SP1071,Scent Perfique,Black Orchid Conc,10% NH,,H412,"1-(1,2,3,4,5,6,7,8Octahydro-2,3,8,8-tetramethyl-2naphthalenyl)ethanone, Acetyl cedrene, Cinnamyl alcohol, Linalool, omegaPentadecalactone",Harmful to aquatic life with long lasting effects.,
